13F	0001364742	BlackRockInc.	2018-05-09
nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt	sshPrnamt	sshPrnamtType	investmentDiscretion	otherManager	votingAuthority	Sole	Shared	None
LIBERTY MEDIA CORP DELAWARE	COM C BRAVES GRP	531229888	2525		110667	SH	SOLE	18		110667	0	0
LIBERTY MEDIA CORP DELAWARE	COM C BRAVES GRP	531229888	640		28025	SH	SOLE	19		28025	0	0
LIBERTY MEDIA CORP DELAWARE	COM C BRAVES GRP	531229888	23371		1024160	SH	SOLE	21		1024160	0	0
LIBERTY MEDIA CORP DELAWARE	COM C BRAVES GRP	531229888	21248		931097	SH	SOLE	22		869979	0	61118
LIBERTY MEDIA CORP DELAWARE	COM C BRAVES GRP	531229888	190		8342	SH	SOLE	26		3565	0	4777
LIBERTY MEDIA CORP DELAWARE	COM C BRAVES GRP	531229888	111		4848	SH	SOLE	28		4848	0	0
LIBERTY MEDIA CORP DELAWARE	COM C BRAVES GRP	531229888	138		6026	SH	SOLE	30		6026	0	0
LIBERTY MEDIA CORP DELAWARE	COM C BRAVES GRP	531229888	86		3760	SH	SOLE	40		3760	0	0
LIBERTY MEDIA CORP DELAWARE	NOTE 1.375%10/1	531229AB8	2265		1975000	PRN	SOLE	21		1975000	0	0
LIBERTY MEDIA CORP DELAWARE	DEB 2.250% 9/3	531229AE2	1145		1100000	PRN	SOLE	21		1100000	0	0
LIBERTY MEDIA CORP DELAWARE	NOTE 1.000% 1/3	531229AF9	1258		1200000	PRN	SOLE	21		1200000	0	0
LIBERTY OILFIELD SVCS INC	COM CL A	53115L104	450		26671	SH	SOLE	2		24829	0	1842
LIBERTY OILFIELD SVCS INC	COM CL A	53115L104	802		47468	SH	SOLE	18		47468	0	0
LIBERTY OILFIELD SVCS INC	COM CL A	53115L104	7155		423603	SH	SOLE	19		423603	0	0
LIBERTY OILFIELD SVCS INC	COM CL A	53115L104	7487		443251	SH	SOLE	21		443251	0	0
LIBERTY OILFIELD SVCS INC	COM CL A	53115L104	2850		168749	SH	SOLE	22		152784	0	15965
LIBERTY OILFIELD SVCS INC	COM CL A	53115L104	5243		310427	SH	SOLE	26		58258	0	252169
LIBERTY OILFIELD SVCS INC	COM CL A	53115L104	1783		105579	SH	SOLE	34		105579	0	0
LIBERTY PPTY TR	SH BEN INT	531172104	29573		744356	SH	SOLE	2		252436	0	491920
LIBERTY PPTY TR	SH BEN INT	531172104	9782		246213	SH	SOLE	4		242300	0	3913
LIBERTY PPTY TR	SH BEN INT	531172104	11105		279509	SH	SOLE	7		256929	0	22580
LIBERTY PPTY TR	SH BEN INT	531172104	272		6848	SH	SOLE	15		6848	0	0
LIBERTY PPTY TR	SH BEN INT	531172104	21885		550831	SH	SOLE	18		537223	0	13608
LIBERTY PPTY TR	SH BEN INT	531172104	21945		552342	SH	SOLE	19		552342	0	0
LIBERTY PPTY TR	SH BEN INT	531172104	4147		104377	SH	SOLE	20		0	0	104377
LIBERTY PPTY TR	SH BEN INT	531172104	312059		7854482	SH	SOLE	21		7854482	0	0
LIBERTY PPTY TR	SH BEN INT	531172104	297808		7495794	SH	SOLE	22		6856782	0	639012
LIBERTY PPTY TR	SH BEN INT	531172104	9066		228195	SH	SOLE	23		228195	0	0
LIBERTY PPTY TR	SH BEN INT	531172104	16060		404220	SH	SOLE	25		404220	0	0
LIBERTY PPTY TR	SH BEN INT	531172104	18739		471649	SH	SOLE	26		187486	0	284163
LIBERTY PPTY TR	SH BEN INT	531172104	2523		63503	SH	SOLE	28		63503	0	0
LIBERTY PPTY TR	SH BEN INT	531172104	3675		92496	SH	SOLE	29		56692	0	35804
LIBERTY PPTY TR	SH BEN INT	531172104	36559		920190	SH	SOLE	30		920190	0	0
LIBERTY PPTY TR	SH BEN INT	531172104	2193		55201	SH	SOLE	31		32549	0	22652
LIBERTY PPTY TR	SH BEN INT	531172104	13944		350979	SH	SOLE	34		350979	0	0
LIBERTY PPTY TR	SH BEN INT	531172104	5892		148299	SH	SOLE	36		148299	0	0
LIBERTY PPTY TR	SH BEN INT	531172104	118		2961	SH	SOLE	40		2961	0	0
LIBERTY TAX INC	CL A	53128T102	20		1943	SH	SOLE	2		299	0	1644
LIBERTY TAX INC	CL A	53128T102	232		22992	SH	SOLE	18		22992	0	0
LIBERTY TAX INC	CL A	53128T102	43		4279	SH	SOLE	19		4279	0	0
LIBERTY TAX INC	CL A	53128T102	2281		225834	SH	SOLE	21		225834	0	0
LIBERTY TAX INC	CL A	53128T102	935		92589	SH	SOLE	22		82856	0	9733
LIBERTY TRIPADVISOR HLDGS IN	COM SER A	531465102	168		15614	SH	SOLE	2		3038	0	12576
LIBERTY TRIPADVISOR HLDGS IN	COM SER A	531465102	4		364	SH	SOLE	4		364	0	0
LIBERTY TRIPADVISOR HLDGS IN	COM SER A	531465102	20		1863	SH	SOLE	7		1863	0	0
LIBERTY TRIPADVISOR HLDGS IN	COM SER A	531465102	2687		249944	SH	SOLE	18		249944	0	0
LIBERTY TRIPADVISOR HLDGS IN	COM SER A	531465102	675		62782	SH	SOLE	19		62782	0	0
LIBERTY TRIPADVISOR HLDGS IN	COM SER A	531465102	23800		2213963	SH	SOLE	21		2213963	0	0
LIBERTY TRIPADVISOR HLDGS IN	COM SER A	531465102	20728		1928167	SH	SOLE	22		1784343	0	143824
LIBERTY TRIPADVISOR HLDGS IN	COM SER A	531465102	117		10881	SH	SOLE	26		7995	0	2886
LIBERTY TRIPADVISOR HLDGS IN	COM SER A	531465102	111		10311	SH	SOLE	28		10311	0	0
LIBERTY TRIPADVISOR HLDGS IN	COM SER A	531465102	64		5912	SH	SOLE	29		0	0	5912
LIBERTY TRIPADVISOR HLDGS IN	COM SER A	531465102	132		12322	SH	SOLE	30		12322	0	0
LIBERTY TRIPADVISOR HLDGS IN	COM SER A	531465102	80		7486	SH	SOLE	40		7486	0	0
LIFE STORAGE INC	COM	53223X107	3831		45869	SH	SOLE	2		23944	0	21925
LIFE STORAGE INC	COM	53223X107	1279		15317	SH	SOLE	4		15317	0	0
LIFE STORAGE INC	COM	53223X107	5928		70972	SH	SOLE	7		70972	0	0
LIFE STORAGE INC	COM	53223X107	158		1886	SH	SOLE	15		1886	0	0
LIFE STORAGE INC	COM	53223X107	13078		156580	SH	SOLE	18		156580	0	0
LIFE STORAGE INC	COM	53223X107	5299		63447	SH	SOLE	19		63447	0	0
LIFE STORAGE INC	COM	53223X107	198580		2377631	SH	SOLE	21		2377631	0	0
LIFE STORAGE INC	COM	53223X107	185105		2216291	SH	SOLE	22		2051632	0	164659
LIFE STORAGE INC	COM	53223X107	142		1699	SH	SOLE	23		1699	0	0
LIFE STORAGE INC	COM	53223X107	7492		89705	SH	SOLE	25		89705	0	0
LIFE STORAGE INC	COM	53223X107	2034		24348	SH	SOLE	26		5536	0	18812
LIFE STORAGE INC	COM	53223X107	538		6438	SH	SOLE	28		6438	0	0
LIFE STORAGE INC	COM	53223X107	1341		16056	SH	SOLE	29		16056	0	0
LIFE STORAGE INC	COM	53223X107	19371		231930	SH	SOLE	30		231930	0	0
LIFE STORAGE INC	COM	53223X107	78		936	SH	SOLE	31		936	0	0
LIFE STORAGE INC	COM	53223X107	420		5026	SH	SOLE	40		5026	0	0
LIFEPOINT HEALTH INC	COM	53219L109	1869		39771	SH	SOLE	2		22439	0	17332
LIFEPOINT HEALTH INC	COM	53219L109	11		242	SH	SOLE	4		242	0	0
LIFEPOINT HEALTH INC	COM	53219L109	106		2256	SH	SOLE	7		2256	0	0
LIFEPOINT HEALTH INC	COM	53219L109	6116		130122	SH	SOLE	18		130122	0	0
LIFEPOINT HEALTH INC	COM	53219L109	269		5719	SH	SOLE	19		5719	0	0
LIFEPOINT HEALTH INC	COM	53219L109	85454		1818161	SH	SOLE	21		1818161	0	0
LIFEPOINT HEALTH INC	COM	53219L109	65687		1397598	SH	SOLE	22		1254792	0	142806
LIFEPOINT HEALTH INC	COM	53219L109	638		13574	SH	SOLE	26		3896	0	9678
LIFEPOINT HEALTH INC	COM	53219L109	252		5356	SH	SOLE	28		5356	0	0
LIFEPOINT HEALTH INC	COM	53219L109	995		21167	SH	SOLE	30		21167	0	0
LIFEPOINT HEALTH INC	COM	53219L109	31		670	SH	SOLE	31		670	0	0
LIFEPOINT HEALTH INC	COM	53219L109	210		4462	SH	SOLE	36		4462	0	0
LIFEPOINT HEALTH INC	COM	53219L109	221		4692	SH	SOLE	40		4692	0	0
LIFETIME BRANDS INC	COM	53222Q103	34		2704	SH	SOLE	2		440	0	2264
LIFETIME BRANDS INC	COM	53222Q103	434		35000	SH	SOLE	18		35000	0	0
LIFETIME BRANDS INC	COM	53222Q103	109		8776	SH	SOLE	19		8776	0	0
LIFETIME BRANDS INC	COM	53222Q103	3955		318913	SH	SOLE	21		318913	0	0
LIFETIME BRANDS INC	COM	53222Q103	4586		369864	SH	SOLE	22		358909	0	10955
LIFETIME BRANDS INC	COM	53222Q103	37		2973	SH	SOLE	23		2973	0	0
LIFEVANTAGE CORP	COM NEW	53222K205	9		2463	SH	SOLE	18		2463	0	0
LIFEVANTAGE CORP	COM NEW	53222K205	141		38956	SH	SOLE	21		38956	0	0
LIFEVANTAGE CORP	COM NEW	53222K205	107		29711	SH	SOLE	22		29711	0	0
LIFEWAY FOODS INC	COM	531914109	1		239	SH	SOLE	2		83	0	156
LIFEWAY FOODS INC	COM	531914109	88		14742	SH	SOLE	18		14742	0	0
LIFEWAY FOODS INC	COM	531914109	7		1252	SH	SOLE	19		1252	0	0
LIFEWAY FOODS INC	COM	531914109	917		153083	SH	SOLE	21		153083	0	0
LIFEWAY FOODS INC	COM	531914109	215		35946	SH	SOLE	22		32256	0	3690
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	304		1841	SH	SOLE	2		1691	0	150
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	13		78	SH	SOLE	4		78	0	0
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	76		460	SH	SOLE	7		460	0	0
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	14921		90341	SH	SOLE	18		90341	0	0
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	5127		31045	SH	SOLE	19		31045	0	0
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	364406		2206382	SH	SOLE	21		2206382	0	0
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	105571		639207	SH	SOLE	22		602963	0	36244
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	668		4045	SH	SOLE	23		4045	0	0
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	734		4443	SH	SOLE	26		2247	0	2196
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	519		3143	SH	SOLE	28		3143	0	0
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	18		112	SH	SOLE	29		0	0	112
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	4956		30007	SH	SOLE	30		30007	0	0
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	127		769	SH	SOLE	34		769	0	0
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	323		1956	SH	SOLE	40		1956	0	0
LIGHTBRIDGE CORP	COM NEW	53224K203	4		3478	SH	SOLE	21		3478	0	0
LIGHTPATH TECHNOLOGIES INC	CL A NEW	532257805	9		4101	SH	SOLE	18		4101	0	0
LIGHTPATH TECHNOLOGIES INC	CL A NEW	532257805	136		61638	SH	SOLE	21		61638	0	0
LIGHTPATH TECHNOLOGIES INC	CL A NEW	532257805	490		222724	SH	SOLE	22		222724	0	0
LILIS ENERGY INC	COM NEW	532403201	11		2764	SH	SOLE	2		2021	0	743
LILIS ENERGY INC	COM NEW	532403201	580		146037	SH	SOLE	18		146037	0	0
LILIS ENERGY INC	COM NEW	532403201	102		25715	SH	SOLE	19		25715	0	0
LILIS ENERGY INC	COM NEW	532403201	5311		1337845	SH	SOLE	21		1337845	0	0
LILIS ENERGY INC	COM NEW	532403201	1922		484131	SH	SOLE	22		448843	0	35288
LILLY ELI & CO	COM	532457108	120302		1554892	SH	SOLE	2		622085	0	932807
LILLY ELI & CO	COM	532457108	27333		353271	SH	SOLE	4		327625	0	25646
LILLY ELI & CO	COM	532457108	61137		790184	SH	SOLE	7		751575	0	38609
LILLY ELI & CO	COM	532457108	1666		21535	SH	SOLE	13		21535	0	0
LILLY ELI & CO	COM	532457108	562		7258	SH	SOLE	15		7258	0	0
LILLY ELI & CO	COM	532457108	167365		2163175	SH	SOLE	18		2018998	0	144177
LILLY ELI & CO	COM	532457108	118214		1527905	SH	SOLE	19		1527905	0	0
LILLY ELI & CO	COM	532457108	32210		416305	SH	SOLE	20		0	0	416305
LILLY ELI & CO	COM	532457108	1603587		20726217	SH	SOLE	21		20726217	0	0
LILLY ELI & CO	COM	532457108	2113004		27310373	SH	SOLE	22		22302415	0	5007958
LILLY ELI & CO	COM	532457108	98004		1266698	SH	SOLE	23		1266698	0	0
LILLY ELI & CO	COM	532457108	77901		1006858	SH	SOLE	25		1006858	0	0
LILLY ELI & CO	COM	532457108	215786		2789011	SH	SOLE	26		905870	0	1883141
LILLY ELI & CO	COM	532457108	11590		149797	SH	SOLE	28		149797	0	0
LILLY ELI & CO	COM	532457108	11820		152775	SH	SOLE	29		39302	0	113473
LILLY ELI & CO	COM	532457108	244590		3161302	SH	SOLE	30		3161302	0	0
LILLY ELI & CO	COM	532457108	37998		491122	SH	SOLE	31		206579	0	284543
LILLY ELI & CO	COM	532457108	3352		43326	SH	SOLE	32		43326	0	0
LILLY ELI & CO	COM	532457108	66202		855655	SH	SOLE	34		855655	0	0
LILLY ELI & CO	COM	532457108	75248		972568	SH	SOLE	36		972568	0	0
LILLY ELI & CO	COM	532457108	1539		19889	SH	SOLE	40		19889	0	0
LIMBACH HLDGS INC	COM	53263P105	7		574	SH	SOLE	18		574	0	0
LIMBACH HLDGS INC	COM	53263P105	106		8698	SH	SOLE	21		8698	0	0
LIMELIGHT NETWORKS INC	COM	53261M104	140		33958	SH	SOLE	2		24345	0	9613
LIMELIGHT NETWORKS INC	COM	53261M104	9		2223	SH	SOLE	7		2223	0	0
LIMELIGHT NETWORKS INC	COM	53261M104	1323		321808	SH	SOLE	18		321808	0	0
LIMELIGHT NETWORKS INC	COM	53261M104	1643		399768	SH	SOLE	19		399768	0	0
LIMELIGHT NETWORKS INC	COM	53261M104	12294		2991166	SH	SOLE	21		2991166	0	0
LIMELIGHT NETWORKS INC	COM	53261M104	12750		3102232	SH	SOLE	22		2974879	0	127353
LIMELIGHT NETWORKS INC	COM	53261M104	285		69316	SH	SOLE	23		69316	0	0
LIMELIGHT NETWORKS INC	COM	53261M104	256		62324	SH	SOLE	26		0	0	62324
LIMELIGHT NETWORKS INC	COM	53261M104	190		46235	SH	SOLE	29		0	0	46235
LIMELIGHT NETWORKS INC	COM	53261M104	74		18007	SH	SOLE	30		18007	0	0
LIMELIGHT NETWORKS INC	COM	53261M104	16		4001	SH	SOLE	34		4001	0	0
LIMONEIRA CO	COM	532746104	39		1656	SH	SOLE	2		443	0	1213
LIMONEIRA CO	COM	532746104	1124		47358	SH	SOLE	7		47358	0	0
LIMONEIRA CO	COM	532746104	1026		43227	SH	SOLE	18		43227	0	0
LIMONEIRA CO	COM	532746104	217		9160	SH	SOLE	19		9160	0	0
LIMONEIRA CO	COM	532746104	9314		392478	SH	SOLE	21		392478	0	0
LIMONEIRA CO	COM	532746104	4147		174745	SH	SOLE	22		158740	0	16005
LINCOLN EDL SVCS CORP	COM	533535100	8		4132	SH	SOLE	18		4132	0	0
LINCOLN EDL SVCS CORP	COM	533535100	129		64916	SH	SOLE	21		64916	0	0
LINCOLN EDL SVCS CORP	COM	533535100	1067		536314	SH	SOLE	22		536314	0	0
LINCOLN ELEC HLDGS INC	COM	533900106	4688		52116	SH	SOLE	2		33691	0	18425
LINCOLN ELEC HLDGS INC	COM	533900106	32		352	SH	SOLE	4		352	0	0
LINCOLN ELEC HLDGS INC	COM	533900106	3262		36264	SH	SOLE	7		36264	0	0
LINCOLN ELEC HLDGS INC	COM	533900106	18540		206112	SH	SOLE	18		206112	0	0
LINCOLN ELEC HLDGS INC	COM	533900106	798		8876	SH	SOLE	19		8876	0	0
LINCOLN ELEC HLDGS INC	COM	533900106	249281		2771323	SH	SOLE	21		2771323	0	0
LINCOLN ELEC HLDGS INC	COM	533900106	189514		2106879	SH	SOLE	22		1900902	0	205977
LINCOLN ELEC HLDGS INC	COM	533900106	1698		18878	SH	SOLE	26		11868	0	7010
LINCOLN ELEC HLDGS INC	COM	533900106	736		8187	SH	SOLE	28		8187	0	0
LINCOLN ELEC HLDGS INC	COM	533900106	780		8671	SH	SOLE	29		0	0	8671
LINCOLN ELEC HLDGS INC	COM	533900106	19582		217703	SH	SOLE	30		217703	0	0
LINCOLN ELEC HLDGS INC	COM	533900106	109		1213	SH	SOLE	31		1213	0	0
LINCOLN ELEC HLDGS INC	COM	533900106	480		5340	SH	SOLE	34		5340	0	0
LINCOLN ELEC HLDGS INC	COM	533900106	81		897	SH	SOLE	36		897	0	0
LINCOLN ELEC HLDGS INC	COM	533900106	577		6416	SH	SOLE	40		6416	0	0
LINCOLN NATL CORP IND	COM	534187109	44327		606727	SH	SOLE	2		389178	0	217549
LINCOLN NATL CORP IND	COM	534187109	10202		139644	SH	SOLE	4		134417	0	5227
LINCOLN NATL CORP IND	COM	534187109	17701		242286	SH	SOLE	7		202846	0	39440
LINCOLN NATL CORP IND	COM	534187109	7465		102174	SH	SOLE	13		102174	0	0
LINCOLN NATL CORP IND	COM	534187109	120		1643	SH	SOLE	15		1643	0	0
LINCOLN NATL CORP IND	COM	534187109	63122		863972	SH	SOLE	18		810730	0	53242
LINCOLN NATL CORP IND	COM	534187109	114503		1567243	SH	SOLE	19		1567243	0	0
LINCOLN NATL CORP IND	COM	534187109	7505		102723	SH	SOLE	20		0	0	102723
LINCOLN NATL CORP IND	COM	534187109	344435		4714412	SH	SOLE	21		4714412	0	0
LINCOLN NATL CORP IND	COM	534187109	555117		7598101	SH	SOLE	22		6114564	0	1483537
LINCOLN NATL CORP IND	COM	534187109	28368		388280	SH	SOLE	23		388280	0	0
LINCOLN NATL CORP IND	COM	534187109	13615		186351	SH	SOLE	25		186351	0	0
LINCOLN NATL CORP IND	COM	534187109	46696		639142	SH	SOLE	26		241206	0	397936
LINCOLN NATL CORP IND	COM	534187109	2430		33261	SH	SOLE	28		33261	0	0
LINCOLN NATL CORP IND	COM	534187109	12414		169911	SH	SOLE	29		60541	0	109370
LINCOLN NATL CORP IND	COM	534187109	66526		910563	SH	SOLE	30		910563	0	0
LINCOLN NATL CORP IND	COM	534187109	16963		232177	SH	SOLE	31		146093	0	86084
LINCOLN NATL CORP IND	COM	534187109	10689		146307	SH	SOLE	34		146307	0	0
LINCOLN NATL CORP IND	COM	534187109	23464		321154	SH	SOLE	36		321154	0	0
LINCOLN NATL CORP IND	COM	534187109	325		4446	SH	SOLE	40		4446	0	0
LINDBLAD EXPEDITIONS HLDGS I	COM	535219109	23		2216	SH	SOLE	2		1033	0	1183
LINDBLAD EXPEDITIONS HLDGS I	COM	535219109	704		68567	SH	SOLE	18		68567	0	0
LINDBLAD EXPEDITIONS HLDGS I	COM	535219109	120		11713	SH	SOLE	19		11713	0	0
LINDBLAD EXPEDITIONS HLDGS I	COM	535219109	6649		647399	SH	SOLE	21		647399	0	0
LINDBLAD EXPEDITIONS HLDGS I	COM	535219109	2951		287353	SH	SOLE	22		269541	0	17812
LINDBLAD EXPEDITIONS HLDGS I	COM	535219109	138		13466	SH	SOLE	26		0	0	13466
LINDBLAD EXPEDITIONS HLDGS I	COM	535219109	28		2758	SH	SOLE	28		2758	0	0
LINDBLAD EXPEDITIONS HLDGS I	COM	535219109	40		3920	SH	SOLE	30		3920	0	0
LINDSAY CORP	COM	535555106	43		474	SH	SOLE	2		438	0	36
LINDSAY CORP	COM	535555106	5		53	SH	SOLE	4		53	0	0
LINDSAY CORP	COM	535555106	1483		16219	SH	SOLE	7		16219	0	0
LINDSAY CORP	COM	535555106	4201		45946	SH	SOLE	18		45946	0	0
LINDSAY CORP	COM	535555106	1237		13523	SH	SOLE	19		13523	0	0
LINDSAY CORP	COM	535555106	88412		966887	SH	SOLE	21		966887	0	0
LINDSAY CORP	COM	535555106	27113		296506	SH	SOLE	22		275459	0	21047
LINDSAY CORP	COM	535555106	34		367	SH	SOLE	23		367	0	0
LINDSAY CORP	COM	535555106	1515		16572	SH	SOLE	26		2191	0	14381
LINDSAY CORP	COM	535555106	151		1649	SH	SOLE	28		1649	0	0
LINDSAY CORP	COM	535555106	4385		47956	SH	SOLE	30		47956	0	0
LINDSAY CORP	COM	535555106	171		1870	SH	SOLE	40		1870	0	0
LINK MOTION INC	SPONSRD ADS CL A	53577L105	1765		1063481	SH	SOLE	21		1063481	0	0
LINK MOTION INC	SPONSRD ADS CL A	53577L105	537		323592	SH	SOLE	22		323592	0	0
LINK MOTION INC	SPONSRD ADS CL A	53577L105	330		199050	SH	SOLE	30		199050	0	0
LIONS GATE ENTMNT CORP	CL A VTG	535919401	1535		59413	SH	SOLE	2		37615	0	21798
LIONS GATE ENTMNT CORP	CL A VTG	535919401	5		200	SH	SOLE	4		200	0	0
LIONS GATE ENTMNT CORP	CL A VTG	535919401	30		1154	SH	SOLE	7		1154	0	0
LIONS GATE ENTMNT CORP	CL A VTG	535919401	2464		95384	SH	SOLE	18		95384	0	0
LIONS GATE ENTMNT CORP	CL A VTG	535919401	25211		976027	SH	SOLE	19		976027	0	0
LIONS GATE ENTMNT CORP	CL A VTG	535919401	15523		600957	SH	SOLE	21		600957	0	0
LIONS GATE ENTMNT CORP	CL A VTG	535919401	44604		1726822	SH	SOLE	22		1517150	0	209672
LIONS GATE ENTMNT CORP	CL A VTG	535919401	502		19420	SH	SOLE	26		4909	0	14511
LIONS GATE ENTMNT CORP	CL A VTG	535919401	194		7511	SH	SOLE	28		7511	0	0
LIONS GATE ENTMNT CORP	CL A VTG	535919401	267		10328	SH	SOLE	30		10328	0	0
LIONS GATE ENTMNT CORP	CL A VTG	535919401	28		1075	SH	SOLE	31		1075	0	0
LIONS GATE ENTMNT CORP	CL A VTG	535919401	161		6223	SH	SOLE	40		6223	0	0
LIONS GATE ENTMNT CORP	OPTIONS	535919401	297		11500	SH	Call	SOLE	2		11500	0	0
LIONS GATE ENTMNT CORP	OPTIONS	535919401	65		2500	SH	Put	SOLE	2		2500	0	0
LIONS GATE ENTMNT CORP	OPTIONS	535919401	607		23500	SH	Call	SOLE	18		23500	0	0
LIONS GATE ENTMNT CORP	OPTIONS	535919401	129		5000	SH	Put	SOLE	18		5000	0	0
LIONS GATE ENTMNT CORP	OPTIONS	535919401	6070		235000	SH	Call	SOLE	19		235000	0	0
LIONS GATE ENTMNT CORP	OPTIONS	535919401	1292		50000	SH	Put	SOLE	19		50000	0	0
LIONS GATE ENTMNT CORP	CL B NON VTG	535919500	1229		51026	SH	SOLE	2		10761	0	40265
LIONS GATE ENTMNT CORP	CL B NON VTG	535919500	13		548	SH	SOLE	4		548	0	0
LIONS GATE ENTMNT CORP	CL B NON VTG	535919500	62		2572	SH	SOLE	7		2572	0	0
LIONS GATE ENTMNT CORP	CL B NON VTG	535919500	1442		59882	SH	SOLE	18		59882	0	0
LIONS GATE ENTMNT CORP	CL B NON VTG	535919500	413		17161	SH	SOLE	19		17161	0	0
LIONS GATE ENTMNT CORP	CL B NON VTG	535919500	27394		1137616	SH	SOLE	21		1137616	0	0
LIONS GATE ENTMNT CORP	CL B NON VTG	535919500	73151		3037819	SH	SOLE	22		2670222	0	367597
LIONS GATE ENTMNT CORP	CL B NON VTG	535919500	779		32363	SH	SOLE	26		10874	0	21489
LIONS GATE ENTMNT CORP	CL B NON VTG	535919500	339		14084	SH	SOLE	28		14084	0	0
LIONS GATE ENTMNT CORP	CL B NON VTG	535919500	483		20039	SH	SOLE	30		20039	0	0
LIONS GATE ENTMNT CORP	CL B NON VTG	535919500	53		2200	SH	SOLE	31		2200	0	0
LIONS GATE ENTMNT CORP	CL B NON VTG	535919500	268		11133	SH	SOLE	40		11133	0	0
LIPOCINE INC NEW	COM	53630X104	5		3452	SH	SOLE	18		3452	0	0
LIPOCINE INC NEW	COM	53630X104	119		77665	SH	SOLE	21		77665	0	0
LIPOCINE INC NEW	COM	53630X104	395		258145	SH	SOLE	22		258145	0	0
LIQTECH INTL INC	COM	53632A102	6		12918	SH	SOLE	21		12918	0	0
LIQUIDITY SERVICES INC	COM	53635B107	35		5339	SH	SOLE	2		1072	0	4267
LIQUIDITY SERVICES INC	COM	53635B107	3		522	SH	SOLE	7		522	0	0
LIQUIDITY SERVICES INC	COM	53635B107	837		128822	SH	SOLE	18		128822	0	0
LIQUIDITY SERVICES INC	COM	53635B107	127		19501	SH	SOLE	19		19501	0	0
LIQUIDITY SERVICES INC	COM	53635B107	16261		2501689	SH	SOLE	21		2501689	0	0
LIQUIDITY SERVICES INC	COM	53635B107	4609		709087	SH	SOLE	22		672609	0	36478
LIQUIDITY SERVICES INC	COM	53635B107	183		28131	SH	SOLE	30		28131	0	0
LITHIA MTRS INC	CL A	536797103	316		3143	SH	SOLE	2		3064	0	79
LITHIA MTRS INC	CL A	536797103	13		125	SH	SOLE	4		125	0	0
LITHIA MTRS INC	CL A	536797103	95		945	SH	SOLE	7		945	0	0
LITHIA MTRS INC	CL A	536797103	11206		111481	SH	SOLE	18		111481	0	0
LITHIA MTRS INC	CL A	536797103	7106		70697	SH	SOLE	19		70697	0	0
LITHIA MTRS INC	CL A	536797103	222417		2212662	SH	SOLE	21		2212662	0	0
LITHIA MTRS INC	CL A	536797103	73554		731731	SH	SOLE	22		680110	0	51621
LITHIA MTRS INC	CL A	536797103	56		560	SH	SOLE	23		560	0	0
LITHIA MTRS INC	CL A	536797103	2032		20211	SH	SOLE	26		6835	0	13376
LITHIA MTRS INC	CL A	536797103	345		3430	SH	SOLE	28		3430	0	0
LITHIA MTRS INC	CL A	536797103	1706		16971	SH	SOLE	29		0	0	16971
LITHIA MTRS INC	CL A	536797103	3775		37555	SH	SOLE	30		37555	0	0
LITHIA MTRS INC	CL A	536797103	260		2583	SH	SOLE	40		2583	0	0
LITTELFUSE INC	COM	537008104	2375		11406	SH	SOLE	2		10881	0	525
LITTELFUSE INC	COM	537008104	27		130	SH	SOLE	4		130	0	0
LITTELFUSE INC	COM	537008104	123		591	SH	SOLE	7		591	0	0
LITTELFUSE INC	COM	537008104	30796		147932	SH	SOLE	18		147932	0	0
LITTELFUSE INC	COM	537008104	3879		18631	SH	SOLE	19		18631	0	0
LITTELFUSE INC	COM	537008104	336154		1614730	SH	SOLE	21		1614730	0	0
LITTELFUSE INC	COM	537008104	165017		792664	SH	SOLE	22		750054	0	42610
LITTELFUSE INC	COM	537008104	2004		9625	SH	SOLE	26		4690	0	4935
LITTELFUSE INC	COM	537008104	714		3428	SH	SOLE	28		3428	0	0
LITTELFUSE INC	COM	537008104	995		4781	SH	SOLE	30		4781	0	0
LITTELFUSE INC	COM	537008104	557		2675	SH	SOLE	40		2675	0	0
LIVANOVA PLC	SHS	G5509L101	2432		27479	SH	SOLE	2		19316	0	8163
LIVANOVA PLC	SHS	G5509L101	15		168	SH	SOLE	4		168	0	0
LIVANOVA PLC	SHS	G5509L101	105		1189	SH	SOLE	7		1189	0	0
LIVANOVA PLC	SHS	G5509L101	25490		288024	SH	SOLE	18		288024	0	0
LIVANOVA PLC	SHS	G5509L101	3336		37693	SH	SOLE	19		37693	0	0
LIVANOVA PLC	SHS	G5509L101	282719		3194562	SH	SOLE	21		3194562	0	0
LIVANOVA PLC	SHS	G5509L101	133298		1506196	SH	SOLE	22		1416805	0	89391
